icdcode,icdlabel,diagcodelvl1,diagdesclvl1
o339,maternal care for disproportion unspecified,o33,maternal care for disproportion
o3400,maternal care for unspecified congenital malformation of uterus unspecified trimester,o34,maternal care for abnormality of pelvic organs
o3401,maternal care for unspecified congenital malformation of uterus first trimester,o34,maternal care for abnormality of pelvic organs
o3402,maternal care for unspecified congenital malformation of uterus second trimester,o34,maternal care for abnormality of pelvic organs
o3403,maternal care for unspecified congenital malformation of uterus third trimester,o34,maternal care for abnormality of pelvic organs
o3410,maternal care for benign tumor of corpus uteri unspecified trimester,o34,maternal care for abnormality of pelvic organs
o3411,maternal care for benign tumor of corpus uteri first trimester,o34,maternal care for abnormality of pelvic organs
o3412,maternal care for benign tumor of corpus uteri second trimester,o34,maternal care for abnormality of pelvic organs
o3413,maternal care for benign tumor of corpus uteri third trimester,o34,maternal care for abnormality of pelvic organs
o34211,maternal care for low transverse scar from previous cesarean delivery,o34,maternal care for abnormality of pelvic organs
o34212,maternal care for vertical scar from previous cesarean delivery,o34,maternal care for abnormality of pelvic organs
o34218,maternal care for other type scar from previous cesarean delivery,o34,maternal care for abnormality of pelvic organs
o34219,maternal care for unspecified type scar from previous cesarean delivery,o34,maternal care for abnormality of pelvic organs
o3422,maternal care for cesarean scar defect isthmocele,o34,maternal care for abnormality of pelvic organs
o3429,maternal care due to uterine scar from other previous surgery,o34,maternal care for abnormality of pelvic organs
o3430,maternal care for cervical incompetence unspecified trimester,o34,maternal care for abnormality of pelvic organs
o3431,maternal care for cervical incompetence first trimester,o34,maternal care for abnormality of pelvic organs
o3432,maternal care for cervical incompetence second trimester,o34,maternal care for abnormality of pelvic organs
o3433,maternal care for cervical incompetence third trimester,o34,maternal care for abnormality of pelvic organs
o3440,maternal care for other abnormalities of cervix unspecified trimester,o34,maternal care for abnormality of pelvic organs
o3441,maternal care for other abnormalities of cervix first trimester,o34,maternal care for abnormality of pelvic organs
o3442,maternal care for other abnormalities of cervix second trimester,o34,maternal care for abnormality of pelvic organs
o3443,maternal care for other abnormalities of cervix third trimester,o34,maternal care for abnormality of pelvic organs
o34511,maternal care for incarceration of gravid uterus first trimester,o34,maternal care for abnormality of pelvic organs
o34512,maternal care for incarceration of gravid uterus second trimester,o34,maternal care for abnormality of pelvic organs
o34513,maternal care for incarceration of gravid uterus third trimester,o34,maternal care for abnormality of pelvic organs
o34519,maternal care for incarceration of gravid uterus unspecified trimester,o34,maternal care for abnormality of pelvic organs
o34521,maternal care for prolapse of gravid uterus first trimester,o34,maternal care for abnormality of pelvic organs
o34522,maternal care for prolapse of gravid uterus second trimester,o34,maternal care for abnormality of pelvic organs
o34523,maternal care for prolapse of gravid uterus third trimester,o34,maternal care for abnormality of pelvic organs
o34529,maternal care for prolapse of gravid uterus unspecified trimester,o34,maternal care for abnormality of pelvic organs
o34531,maternal care for retroversion of gravid uterus first trimester,o34,maternal care for abnormality of pelvic organs
o34532,maternal care for retroversion of gravid uterus second trimester,o34,maternal care for abnormality of pelvic organs
o34533,maternal care for retroversion of gravid uterus third trimester,o34,maternal care for abnormality of pelvic organs
o34539,maternal care for retroversion of gravid uterus unspecified trimester,o34,maternal care for abnormality of pelvic organs
o34591,maternal care for other abnormalities of gravid uterus first trimester,o34,maternal care for abnormality of pelvic organs
o34592,maternal care for other abnormalities of gravid uterus second trimester,o34,maternal care for abnormality of pelvic organs
o34593,maternal care for other abnormalities of gravid uterus third trimester,o34,maternal care for abnormality of pelvic organs
o34599,maternal care for other abnormalities of gravid uterus unspecified trimester,o34,maternal care for abnormality of pelvic organs
o3460,maternal care for abnormality of vagina unspecified trimester,o34,maternal care for abnormality of pelvic organs
o3461,maternal care for abnormality of vagina first trimester,o34,maternal care for abnormality of pelvic organs
o3462,maternal care for abnormality of vagina second trimester,o34,maternal care for abnormality of pelvic organs
o3463,maternal care for abnormality of vagina third trimester,o34,maternal care for abnormality of pelvic organs
o3470,maternal care for abnormality of vulva and perineum unspecified trimester,o34,maternal care for abnormality of pelvic organs
o3471,maternal care for abnormality of vulva and perineum first trimester,o34,maternal care for abnormality of pelvic organs
o3472,maternal care for abnormality of vulva and perineum second trimester,o34,maternal care for abnormality of pelvic organs
o3473,maternal care for abnormality of vulva and perineum third trimester,o34,maternal care for abnormality of pelvic organs
o3480,maternal care for other abnormalities of pelvic organs unspecified trimester,o34,maternal care for abnormality of pelvic organs
o3481,maternal care for other abnormalities of pelvic organs first trimester,o34,maternal care for abnormality of pelvic organs
o3482,maternal care for other abnormalities of pelvic organs second trimester,o34,maternal care for abnormality of pelvic organs
o3483,maternal care for other abnormalities of pelvic organs third trimester,o34,maternal care for abnormality of pelvic organs
o3490,maternal care for abnormality of pelvic organ unspecified unspecified trimester,o34,maternal care for abnormality of pelvic organs
o3491,maternal care for abnormality of pelvic organ unspecified first trimester,o34,maternal care for abnormality of pelvic organs
o3492,maternal care for abnormality of pelvic organ unspecified second trimester,o34,maternal care for abnormality of pelvic organs
o3493,maternal care for abnormality of pelvic organ unspecified third trimester,o34,maternal care for abnormality of pelvic organs
o3500x0,maternal care for suspected central nervous system malformation or damage in fetus unspecified not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o3500x1,maternal care for suspected central nervous system malformation or damage in fetus unspecified fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o3500x2,maternal care for suspected central nervous system malformation or damage in fetus unspecified fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o3500x3,maternal care for suspected central nervous system malformation or damage in fetus unspecified fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o3500x4,maternal care for suspected central nervous system malformation or damage in fetus unspecified fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o3500x5,maternal care for suspected central nervous system malformation or damage in fetus unspecified fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o3500x9,maternal care for suspected central nervous system malformation or damage in fetus unspecified other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o3501x0,maternal care for suspected central nervous system malformation or damage in fetus agenesis of the corpus callosum not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o3501x1,maternal care for suspected central nervous system malformation or damage in fetus agenesis of the corpus callosum fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o3501x2,maternal care for suspected central nervous system malformation or damage in fetus agenesis of the corpus callosum fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o3501x3,maternal care for suspected central nervous system malformation or damage in fetus agenesis of the corpus callosum fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o3501x4,maternal care for suspected central nervous system malformation or damage in fetus agenesis of the corpus callosum fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o3501x5,maternal care for suspected central nervous system malformation or damage in fetus agenesis of the corpus callosum fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o3501x9,maternal care for suspected central nervous system malformation or damage in fetus agenesis of the corpus callosum other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o3502x0,maternal care for suspected central nervous system malformation or damage in fetus anencephaly not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o3502x1,maternal care for suspected central nervous system malformation or damage in fetus anencephaly fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o3502x2,maternal care for suspected central nervous system malformation or damage in fetus anencephaly fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o3502x3,maternal care for suspected central nervous system malformation or damage in fetus anencephaly fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o3502x4,maternal care for suspected central nervous system malformation or damage in fetus anencephaly fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o3502x5,maternal care for suspected central nervous system malformation or damage in fetus anencephaly fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o3502x9,maternal care for suspected central nervous system malformation or damage in fetus anencephaly other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o3503x0,maternal care for suspected central nervous system malformation or damage in fetus choroid plexus cysts not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o3503x1,maternal care for suspected central nervous system malformation or damage in fetus choroid plexus cysts fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o3503x2,maternal care for suspected central nervous system malformation or damage in fetus choroid plexus cysts fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o3503x3,maternal care for suspected central nervous system malformation or damage in fetus choroid plexus cysts fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o3503x4,maternal care for suspected central nervous system malformation or damage in fetus choroid plexus cysts fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o3503x5,maternal care for suspected central nervous system malformation or damage in fetus choroid plexus cysts fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o3503x9,maternal care for suspected central nervous system malformation or damage in fetus choroid plexus cysts other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o3504x0,maternal care for suspected central nervous system malformation or damage in fetus encephalocele not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o3504x1,maternal care for suspected central nervous system malformation or damage in fetus encephalocele fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o3504x2,maternal care for suspected central nervous system malformation or damage in fetus encephalocele fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o3504x3,maternal care for suspected central nervous system malformation or damage in fetus encephalocele fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o3504x4,maternal care for suspected central nervous system malformation or damage in fetus encephalocele fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o3504x5,maternal care for suspected central nervous system malformation or damage in fetus encephalocele fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o3504x9,maternal care for suspected central nervous system malformation or damage in fetus encephalocele other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o3505x0,maternal care for suspected central nervous system malformation or damage in fetus holoprosencephaly not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o3505x1,maternal care for suspected central nervous system malformation or damage in fetus holoprosencephaly fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o3505x2,maternal care for suspected central nervous system malformation or damage in fetus holoprosencephaly fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o3505x3,maternal care for suspected central nervous system malformation or damage in fetus holoprosencephaly fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o3505x4,maternal care for suspected central nervous system malformation or damage in fetus holoprosencephaly fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o3505x5,maternal care for suspected central nervous system malformation or damage in fetus holoprosencephaly fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o3505x9,maternal care for suspected central nervous system malformation or damage in fetus holoprosencephaly other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o3506x0,maternal care for suspected central nervous system malformation or damage in fetus hydrocephaly not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o3506x1,maternal care for suspected central nervous system malformation or damage in fetus hydrocephaly fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o3506x2,maternal care for suspected central nervous system malformation or damage in fetus hydrocephaly fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o3506x3,maternal care for suspected central nervous system malformation or damage in fetus hydrocephaly fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o3506x4,maternal care for suspected central nervous system malformation or damage in fetus hydrocephaly fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o3506x5,maternal care for suspected central nervous system malformation or damage in fetus hydrocephaly fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o3506x9,maternal care for suspected central nervous system malformation or damage in fetus hydrocephaly other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o3507x0,maternal care for suspected central nervous system malformation or damage in fetus microcephaly not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o3507x1,maternal care for suspected central nervous system malformation or damage in fetus microcephaly fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o3507x2,maternal care for suspected central nervous system malformation or damage in fetus microcephaly fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o3507x3,maternal care for suspected central nervous system malformation or damage in fetus microcephaly fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o3507x4,maternal care for suspected central nervous system malformation or damage in fetus microcephaly fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o3507x5,maternal care for suspected central nervous system malformation or damage in fetus microcephaly fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o3507x9,maternal care for suspected central nervous system malformation or damage in fetus microcephaly other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o3508x0,maternal care for suspected central nervous system malformation or damage in fetus spina bifida not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o3508x1,maternal care for suspected central nervous system malformation or damage in fetus spina bifida fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o3508x2,maternal care for suspected central nervous system malformation or damage in fetus spina bifida fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o3508x3,maternal care for suspected central nervous system malformation or damage in fetus spina bifida fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o3508x4,maternal care for suspected central nervous system malformation or damage in fetus spina bifida fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o3508x5,maternal care for suspected central nervous system malformation or damage in fetus spina bifida fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o3508x9,maternal care for suspected central nervous system malformation or damage in fetus spina bifida other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o3509x0,maternal care for suspected other central nervous system malformation or damage in fetus not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o3509x1,maternal care for suspected other central nervous system malformation or damage in fetus fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o3509x2,maternal care for suspected other central nervous system malformation or damage in fetus fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o3509x3,maternal care for suspected other central nervous system malformation or damage in fetus fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o3509x4,maternal care for suspected other central nervous system malformation or damage in fetus fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o3509x5,maternal care for suspected other central nervous system malformation or damage in fetus fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o3509x9,maternal care for suspected other central nervous system malformation or damage in fetus other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o350xx0,maternal care for suspected central nervous system malformation in fetus not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o350xx1,maternal care for suspected central nervous system malformation in fetus fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o350xx2,maternal care for suspected central nervous system malformation in fetus fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o350xx3,maternal care for suspected central nervous system malformation in fetus fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o350xx4,maternal care for suspected central nervous system malformation in fetus fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o350xx5,maternal care for suspected central nervous system malformation in fetus fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o350xx9,maternal care for suspected central nervous system malformation in fetus other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o3510x0,maternal care for suspected chromosomal abnormality in fetus unspecified not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o3510x1,maternal care for suspected chromosomal abnormality in fetus unspecified fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o3510x2,maternal care for suspected chromosomal abnormality in fetus unspecified fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o3510x3,maternal care for suspected chromosomal abnormality in fetus unspecified fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o3510x4,maternal care for suspected chromosomal abnormality in fetus unspecified fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o3510x5,maternal care for suspected chromosomal abnormality in fetus unspecified fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o3510x9,maternal care for suspected chromosomal abnormality in fetus unspecified other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o3511x0,maternal care for suspected chromosomal abnormality in fetus trisomy 13 not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o3511x1,maternal care for suspected chromosomal abnormality in fetus trisomy 13 fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o3511x2,maternal care for suspected chromosomal abnormality in fetus trisomy 13 fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o3511x3,maternal care for suspected chromosomal abnormality in fetus trisomy 13 fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o3511x4,maternal care for suspected chromosomal abnormality in fetus trisomy 13 fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o3511x5,maternal care for suspected chromosomal abnormality in fetus trisomy 13 fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o3511x9,maternal care for suspected chromosomal abnormality in fetus trisomy 13 other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o3512x0,maternal care for suspected chromosomal abnormality in fetus trisomy 18 not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o3512x1,maternal care for suspected chromosomal abnormality in fetus trisomy 18 fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o3512x2,maternal care for suspected chromosomal abnormality in fetus trisomy 18 fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o3512x3,maternal care for suspected chromosomal abnormality in fetus trisomy 18 fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o3512x4,maternal care for suspected chromosomal abnormality in fetus trisomy 18 fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o3512x5,maternal care for suspected chromosomal abnormality in fetus trisomy 18 fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o3512x9,maternal care for suspected chromosomal abnormality in fetus trisomy 18 other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o3513x0,maternal care for suspected chromosomal abnormality in fetus trisomy 21 not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o3513x1,maternal care for suspected chromosomal abnormality in fetus trisomy 21 fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o3513x2,maternal care for suspected chromosomal abnormality in fetus trisomy 21 fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o3513x3,maternal care for suspected chromosomal abnormality in fetus trisomy 21 fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o3513x4,maternal care for suspected chromosomal abnormality in fetus trisomy 21 fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o3513x5,maternal care for suspected chromosomal abnormality in fetus trisomy 21 fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o3513x9,maternal care for suspected chromosomal abnormality in fetus trisomy 21 other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o3514x0,maternal care for suspected chromosomal abnormality in fetus turner syndrome not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o3514x1,maternal care for suspected chromosomal abnormality in fetus turner syndrome fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o3514x2,maternal care for suspected chromosomal abnormality in fetus turner syndrome fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o3514x3,maternal care for suspected chromosomal abnormality in fetus turner syndrome fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o3514x4,maternal care for suspected chromosomal abnormality in fetus turner syndrome fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o3514x5,maternal care for suspected chromosomal abnormality in fetus turner syndrome fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o3514x9,maternal care for suspected chromosomal abnormality in fetus turner syndrome other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o3515x0,maternal care for suspected chromosomal abnormality in fetus sex chromosome abnormality not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o3515x1,maternal care for suspected chromosomal abnormality in fetus sex chromosome abnormality fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o3515x2,maternal care for suspected chromosomal abnormality in fetus sex chromosome abnormality fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o3515x3,maternal care for suspected chromosomal abnormality in fetus sex chromosome abnormality fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o3515x4,maternal care for suspected chromosomal abnormality in fetus sex chromosome abnormality fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o3515x5,maternal care for suspected chromosomal abnormality in fetus sex chromosome abnormality fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o3515x9,maternal care for suspected chromosomal abnormality in fetus sex chromosome abnormality other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o3519x0,maternal care for suspected chromosomal abnormality in fetus other chromosomal abnormality not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o3519x1,maternal care for suspected chromosomal abnormality in fetus other chromosomal abnormality fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o3519x2,maternal care for suspected chromosomal abnormality in fetus other chromosomal abnormality fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o3519x3,maternal care for suspected chromosomal abnormality in fetus other chromosomal abnormality fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o3519x4,maternal care for suspected chromosomal abnormality in fetus other chromosomal abnormality fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o3519x5,maternal care for suspected chromosomal abnormality in fetus other chromosomal abnormality fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o3519x9,maternal care for suspected chromosomal abnormality in fetus other chromosomal abnormality other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o351xx0,maternal care for suspected chromosomal abnormality in fetus not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o351xx1,maternal care for suspected chromosomal abnormality in fetus fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o351xx2,maternal care for suspected chromosomal abnormality in fetus fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o351xx3,maternal care for suspected chromosomal abnormality in fetus fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o351xx4,maternal care for suspected chromosomal abnormality in fetus fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o351xx5,maternal care for suspected chromosomal abnormality in fetus fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o351xx9,maternal care for suspected chromosomal abnormality in fetus other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o352xx0,maternal care for suspected hereditary disease in fetus not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o352xx1,maternal care for suspected hereditary disease in fetus fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o352xx2,maternal care for suspected hereditary disease in fetus fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o352xx3,maternal care for suspected hereditary disease in fetus fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o352xx4,maternal care for suspected hereditary disease in fetus fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o352xx5,maternal care for suspected hereditary disease in fetus fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o352xx9,maternal care for suspected hereditary disease in fetus other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o353xx0,maternal care for suspected damage to fetus from viral disease in mother not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o353xx1,maternal care for suspected damage to fetus from viral disease in mother fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o353xx2,maternal care for suspected damage to fetus from viral disease in mother fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o353xx3,maternal care for suspected damage to fetus from viral disease in mother fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o353xx4,maternal care for suspected damage to fetus from viral disease in mother fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o353xx5,maternal care for suspected damage to fetus from viral disease in mother fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o353xx9,maternal care for suspected damage to fetus from viral disease in mother other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o354xx0,maternal care for suspected damage to fetus from alcohol not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o354xx1,maternal care for suspected damage to fetus from alcohol fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o354xx2,maternal care for suspected damage to fetus from alcohol fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o354xx3,maternal care for suspected damage to fetus from alcohol fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o354xx4,maternal care for suspected damage to fetus from alcohol fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o354xx5,maternal care for suspected damage to fetus from alcohol fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o354xx9,maternal care for suspected damage to fetus from alcohol other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o355xx0,maternal care for suspected damage to fetus by drugs not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o355xx1,maternal care for suspected damage to fetus by drugs fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o355xx2,maternal care for suspected damage to fetus by drugs fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o355xx3,maternal care for suspected damage to fetus by drugs fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o355xx4,maternal care for suspected damage to fetus by drugs fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o355xx5,maternal care for suspected damage to fetus by drugs fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o355xx9,maternal care for suspected damage to fetus by drugs other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o356xx0,maternal care for suspected damage to fetus by radiation not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o356xx1,maternal care for suspected damage to fetus by radiation fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o356xx2,maternal care for suspected damage to fetus by radiation fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o356xx3,maternal care for suspected damage to fetus by radiation fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o356xx4,maternal care for suspected damage to fetus by radiation fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o356xx5,maternal care for suspected damage to fetus by radiation fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o356xx9,maternal care for suspected damage to fetus by radiation other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o357xx0,maternal care for suspected damage to fetus by other medical procedures not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o357xx1,maternal care for suspected damage to fetus by other medical procedures fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o357xx2,maternal care for suspected damage to fetus by other medical procedures fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o357xx3,maternal care for suspected damage to fetus by other medical procedures fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o357xx4,maternal care for suspected damage to fetus by other medical procedures fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o357xx5,maternal care for suspected damage to fetus by other medical procedures fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o357xx9,maternal care for suspected damage to fetus by other medical procedures other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o358xx0,maternal care for other suspected fetal abnormality and damage not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o358xx1,maternal care for other suspected fetal abnormality and damage fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o358xx2,maternal care for other suspected fetal abnormality and damage fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o358xx3,maternal care for other suspected fetal abnormality and damage fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o358xx4,maternal care for other suspected fetal abnormality and damage fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o358xx5,maternal care for other suspected fetal abnormality and damage fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o358xx9,maternal care for other suspected fetal abnormality and damage other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o359xx0,maternal care for suspected fetal abnormality and damage unspecified not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o359xx1,maternal care for suspected fetal abnormality and damage unspecified fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
