obs,icdcode,icdlabel,cc,addcc
6201,O26713,"Subluxation of symphysis (pubis) in pregnancy, third trimester",212,
6202,O26719,"Subluxation of symphysis (pubis) in pregnancy, unspecified trimester",212,
6203,O2672,Subluxation of symphysis (pubis) in childbirth,209,
6204,O2673,Subluxation of symphysis (pubis) in the puerperium,209,
6205,O26811,"Pregnancy related exhaustion and fatigue, first trimester",212,
6206,O26812,"Pregnancy related exhaustion and fatigue, second trimester",212,
6207,O26813,"Pregnancy related exhaustion and fatigue, third trimester",212,
6208,O26819,"Pregnancy related exhaustion and fatigue, unspecified trimester",212,
6209,O26821,"Pregnancy related peripheral neuritis, first trimester",212,
6210,O26822,"Pregnancy related peripheral neuritis, second trimester",212,
6211,O26823,"Pregnancy related peripheral neuritis, third trimester",212,
6212,O26829,"Pregnancy related peripheral neuritis, unspecified trimester",212,
6213,O26831,"Pregnancy related renal disease, first trimester",211,
6214,O26832,"Pregnancy related renal disease, second trimester",211,
6215,O26833,"Pregnancy related renal disease, third trimester",211,
6216,O26839,"Pregnancy related renal disease, unspecified trimester",211,
6217,O26841,"Uterine size-date discrepancy, first trimester",212,
6218,O26842,"Uterine size-date discrepancy, second trimester",212,
6219,O26843,"Uterine size-date discrepancy, third trimester",212,
6220,O26849,"Uterine size-date discrepancy, unspecified trimester",212,
6221,O26851,"Spotting complicating pregnancy, first trimester",212,
6222,O26852,"Spotting complicating pregnancy, second trimester",212,
6223,O26853,"Spotting complicating pregnancy, third trimester",212,
6224,O26859,"Spotting complicating pregnancy, unspecified trimester",212,
6225,O2686,Pruritic urticarial papules and plaques of pregnancy (PUPPP),212,
6226,O26872,"Cervical shortening, second trimester",210,
6227,O26873,"Cervical shortening, third trimester",210,
6228,O26879,"Cervical shortening, unspecified trimester",210,
6229,O26891,"Other specified pregnancy related conditions, first trimester",212,
6230,O26892,"Other specified pregnancy related conditions, second trimester",212,
6231,O26893,"Other specified pregnancy related conditions, third trimester",212,
6232,O26899,"Other specified pregnancy related conditions, unspecified trimester",212,
6233,O2690,"Pregnancy related conditions, unspecified, unspecified trimester",212,
6234,O2691,"Pregnancy related conditions, unspecified, first trimester",212,
6235,O2692,"Pregnancy related conditions, unspecified, second trimester",212,
6236,O2693,"Pregnancy related conditions, unspecified, third trimester",212,
6237,O29011,"Aspiration pneumonitis due to anesthesia during pregnancy, first trimester",210,
6238,O29012,"Aspiration pneumonitis due to anesthesia during pregnancy, second trimester",210,
6239,O29013,"Aspiration pneumonitis due to anesthesia during pregnancy, third trimester",210,
6240,O29019,"Aspiration pneumonitis due to anesthesia during pregnancy, unspecified trimester",210,
6241,O29021,"Pressure collapse of lung due to anesthesia during pregnancy, first trimester",210,
6242,O29022,"Pressure collapse of lung due to anesthesia during pregnancy, second trimester",210,
6243,O29023,"Pressure collapse of lung due to anesthesia during pregnancy, third trimester",210,
6244,O29029,"Pressure collapse of lung due to anesthesia during pregnancy, unspecified trimester",210,
6245,O29091,"Other pulmonary complications of anesthesia during pregnancy, first trimester",212,
6246,O29092,"Other pulmonary complications of anesthesia during pregnancy, second trimester",212,
6247,O29093,"Other pulmonary complications of anesthesia during pregnancy, third trimester",212,
6248,O29099,"Other pulmonary complications of anesthesia during pregnancy, unspecified trimester",212,
6249,O29111,"Cardiac arrest due to anesthesia during pregnancy, first trimester",210,
6250,O29112,"Cardiac arrest due to anesthesia during pregnancy, second trimester",210,
6251,O29113,"Cardiac arrest due to anesthesia during pregnancy, third trimester",210,
6252,O29119,"Cardiac arrest due to anesthesia during pregnancy, unspecified trimester",210,
6253,O29121,"Cardiac failure due to anesthesia during pregnancy, first trimester",210,
6254,O29122,"Cardiac failure due to anesthesia during pregnancy, second trimester",210,
6255,O29123,"Cardiac failure due to anesthesia during pregnancy, third trimester",210,
6256,O29129,"Cardiac failure due to anesthesia during pregnancy, unspecified trimester",210,
6257,O29191,"Other cardiac complications of anesthesia during pregnancy, first trimester",212,
6258,O29192,"Other cardiac complications of anesthesia during pregnancy, second trimester",212,
6259,O29193,"Other cardiac complications of anesthesia during pregnancy, third trimester",212,
6260,O29199,"Other cardiac complications of anesthesia during pregnancy, unspecified trimester",212,
6261,O29211,"Cerebral anoxia due to anesthesia during pregnancy, first trimester",210,
6262,O29212,"Cerebral anoxia due to anesthesia during pregnancy, second trimester",210,
6263,O29213,"Cerebral anoxia due to anesthesia during pregnancy, third trimester",210,
6264,O29219,"Cerebral anoxia due to anesthesia during pregnancy, unspecified trimester",210,
6265,O29291,"Other central nervous system complications of anesthesia during pregnancy, first trimester",210,
6266,O29292,"Other central nervous system complications of anesthesia during pregnancy, second trimester",210,
6267,O29293,"Other central nervous system complications of anesthesia during pregnancy, third trimester",210,
6268,O29299,"Other central nervous system complications of anesthesia during pregnancy, unspecified trimester",210,
6269,O293X1,"Toxic reaction to local anesthesia during pregnancy, first trimester",212,
6270,O293X2,"Toxic reaction to local anesthesia during pregnancy, second trimester",212,
6271,O293X3,"Toxic reaction to local anesthesia during pregnancy, third trimester",212,
6272,O293X9,"Toxic reaction to local anesthesia during pregnancy, unspecified trimester",212,
6273,O2940,"Spinal and epidural anesthesia induced headache during pregnancy, unspecified trimester",212,
6274,O2941,"Spinal and epidural anesthesia induced headache during pregnancy, first trimester",212,
6275,O2942,"Spinal and epidural anesthesia induced headache during pregnancy, second trimester",212,
6276,O2943,"Spinal and epidural anesthesia induced headache during pregnancy, third trimester",212,
6277,O295X1,"Other complications of spinal and epidural anesthesia during pregnancy, first trimester",212,
6278,O295X2,"Other complications of spinal and epidural anesthesia during pregnancy, second trimester",212,
6279,O295X3,"Other complications of spinal and epidural anesthesia during pregnancy, third trimester",212,
6280,O295X9,"Other complications of spinal and epidural anesthesia during pregnancy, unspecified trimester",212,
6281,O2960,"Failed or difficult intubation for anesthesia during pregnancy, unspecified trimester",210,
6282,O2961,"Failed or difficult intubation for anesthesia during pregnancy, first trimester",210,
6283,O2962,"Failed or difficult intubation for anesthesia during pregnancy, second trimester",210,
6284,O2963,"Failed or difficult intubation for anesthesia during pregnancy, third trimester",210,
6285,O298X1,"Other complications of anesthesia during pregnancy, first trimester",212,
6286,O298X2,"Other complications of anesthesia during pregnancy, second trimester",212,
6287,O298X3,"Other complications of anesthesia during pregnancy, third trimester",212,
6288,O298X9,"Other complications of anesthesia during pregnancy, unspecified trimester",212,
6289,O2990,"Unspecified complication of anesthesia during pregnancy, unspecified trimester",212,
6290,O2991,"Unspecified complication of anesthesia during pregnancy, first trimester",212,
6291,O2992,"Unspecified complication of anesthesia during pregnancy, second trimester",212,
6292,O2993,"Unspecified complication of anesthesia during pregnancy, third trimester",212,
6293,O30001,"Twin pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, first trimester",210,
6294,O30002,"Twin pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, second trimester",210,
6295,O30003,"Twin pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, third trimester",210,
6296,O30009,"Twin pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, unspecified trimester",210,
6297,O30011,"Twin pregnancy, monochorionic/monoamniotic, first trimester",210,
6298,O30012,"Twin pregnancy, monochorionic/monoamniotic, second trimester",210,
6299,O30013,"Twin pregnancy, monochorionic/monoamniotic, third trimester",210,
6300,O30019,"Twin pregnancy, monochorionic/monoamniotic, unspecified trimester",210,
6301,O30021,"Conjoined twin pregnancy, first trimester",210,
6302,O30022,"Conjoined twin pregnancy, second trimester",210,
6303,O30023,"Conjoined twin pregnancy, third trimester",210,
6304,O30029,"Conjoined twin pregnancy, unspecified trimester",210,
6305,O30031,"Twin pregnancy, monochorionic/diamniotic, first trimester",210,
6306,O30032,"Twin pregnancy, monochorionic/diamniotic, second trimester",210,
6307,O30033,"Twin pregnancy, monochorionic/diamniotic, third trimester",210,
6308,O30039,"Twin pregnancy, monochorionic/diamniotic, unspecified trimester",210,
6309,O30041,"Twin pregnancy, dichorionic/diamniotic, first trimester",210,
6310,O30042,"Twin pregnancy, dichorionic/diamniotic, second trimester",210,
6311,O30043,"Twin pregnancy, dichorionic/diamniotic, third trimester",210,
6312,O30049,"Twin pregnancy, dichorionic/diamniotic, unspecified trimester",210,
6313,O30091,"Twin pregnancy, unable to determine number of placenta and number of amniotic sacs, first trimester",210,
6314,O30092,"Twin pregnancy, unable to determine number of placenta and number of amniotic sacs, second trimester",210,
6315,O30093,"Twin pregnancy, unable to determine number of placenta and number of amniotic sacs, third trimester",210,
6316,O30099,"Twin pregnancy, unable to determine number of placenta and number of amniotic sacs, unspecified trimester",210,
6317,O30101,"Triplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, first trimester",210,
6318,O30102,"Triplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, second trimester",210,
6319,O30103,"Triplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, third trimester",210,
6320,O30109,"Triplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, unspecified trimester",210,
6321,O30111,"Triplet pregnancy with two or more monochorionic fetuses, first trimester",210,
6322,O30112,"Triplet pregnancy with two or more monochorionic fetuses, second trimester",210,
6323,O30113,"Triplet pregnancy with two or more monochorionic fetuses, third trimester",210,
6324,O30119,"Triplet pregnancy with two or more monochorionic fetuses, unspecified trimester",210,
6325,O30121,"Triplet pregnancy with two or more monoamniotic fetuses, first trimester",210,
6326,O30122,"Triplet pregnancy with two or more monoamniotic fetuses, second trimester",210,
6327,O30123,"Triplet pregnancy with two or more monoamniotic fetuses, third trimester",210,
6328,O30129,"Triplet pregnancy with two or more monoamniotic fetuses, unspecified trimester",210,
6329,O30131,"Triplet pregnancy, trichorionic/triamniotic, first trimester",210,
6330,O30132,"Triplet pregnancy, trichorionic/triamniotic, second trimester",210,
6331,O30133,"Triplet pregnancy, trichorionic/triamniotic, third trimester",210,
6332,O30139,"Triplet pregnancy, trichorionic/triamniotic, unspecified trimester",210,
6333,O30191,"Triplet pregnancy, unable to determine number of placenta and number of amniotic sacs, first trimester",210,
6334,O30192,"Triplet pregnancy, unable to determine number of placenta and number of amniotic sacs, second trimester",210,
6335,O30193,"Triplet pregnancy, unable to determine number of placenta and number of amniotic sacs, third trimester",210,
6336,O30199,"Triplet pregnancy, unable to determine number of placenta and number of amniotic sacs, unspecified trimester",210,
6337,O30201,"Quadruplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, first trimester",210,
6338,O30202,"Quadruplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, second trimester",210,
6339,O30203,"Quadruplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, third trimester",210,
6340,O30209,"Quadruplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, unspecified trimester",210,
6341,O30211,"Quadruplet pregnancy with two or more monochorionic fetuses, first trimester",210,
6342,O30212,"Quadruplet pregnancy with two or more monochorionic fetuses, second trimester",210,
6343,O30213,"Quadruplet pregnancy with two or more monochorionic fetuses, third trimester",210,
6344,O30219,"Quadruplet pregnancy with two or more monochorionic fetuses, unspecified trimester",210,
6345,O30221,"Quadruplet pregnancy with two or more monoamniotic fetuses, first trimester",210,
6346,O30222,"Quadruplet pregnancy with two or more monoamniotic fetuses, second trimester",210,
6347,O30223,"Quadruplet pregnancy with two or more monoamniotic fetuses, third trimester",210,
6348,O30229,"Quadruplet pregnancy with two or more monoamniotic fetuses, unspecified trimester",210,
6349,O30231,"Quadruplet pregnancy, quadrachorionic/quadra-amniotic, first trimester",210,
6350,O30232,"Quadruplet pregnancy, quadrachorionic/quadra-amniotic, second trimester",210,
6351,O30233,"Quadruplet pregnancy, quadrachorionic/quadra-amniotic, third trimester",210,
6352,O30239,"Quadruplet pregnancy, quadrachorionic/quadra-amniotic, unspecified trimester",210,
6353,O30291,"Quadruplet pregnancy, unable to determine number of placenta and number of amniotic sacs, first trimester",210,
6354,O30292,"Quadruplet pregnancy, unable to determine number of placenta and number of amniotic sacs, second trimester",210,
6355,O30293,"Quadruplet pregnancy, unable to determine number of placenta and number of amniotic sacs, third trimester",210,
6356,O30299,"Quadruplet pregnancy, unable to determine number of placenta and number of amniotic sacs, unspecified trimester",210,
6357,O30801,"Other specified multiple gestation, unspecified number of placenta and unspecified number of amniotic sacs, first trimester",210,
6358,O30802,"Other specified multiple gestation, unspecified number of placenta and unspecified number of amniotic sacs, second trimester",210,
6359,O30803,"Other specified multiple gestation, unspecified number of placenta and unspecified number of amniotic sacs, third trimester",210,
6360,O30809,"Other specified multiple gestation, unspecified number of placenta and unspecified number of amniotic sacs, unspecified trimester",210,
6361,O30811,"Other specified multiple gestation with two or more monochorionic fetuses, first trimester",210,
6362,O30812,"Other specified multiple gestation with two or more monochorionic fetuses, second trimester",210,
6363,O30813,"Other specified multiple gestation with two or more monochorionic fetuses, third trimester",210,
6364,O30819,"Other specified multiple gestation with two or more monochorionic fetuses, unspecified trimester",210,
6365,O30821,"Other specified multiple gestation with two or more monoamniotic fetuses, first trimester",210,
6366,O30822,"Other specified multiple gestation with two or more monoamniotic fetuses, second trimester",210,
6367,O30823,"Other specified multiple gestation with two or more monoamniotic fetuses, third trimester",210,
6368,O30829,"Other specified multiple gestation with two or more monoamniotic fetuses, unspecified trimester",210,
6369,O30831,"Other specified multiple gestation, number of chorions and amnions are both equal to the number of fetuses, first trimester",210,
6370,O30832,"Other specified multiple gestation, number of chorions and amnions are both equal to the number of fetuses, second trimester",210,
6371,O30833,"Other specified multiple gestation, number of chorions and amnions are both equal to the number of fetuses, third trimester",210,
6372,O30839,"Other specified multiple gestation, number of chorions and amnions are both equal to the number of fetuses, unspecified trimester",210,
6373,O30891,"Other specified multiple gestation, unable to determine number of placenta and number of amniotic sacs, first trimester",210,
6374,O30892,"Other specified multiple gestation, unable to determine number of placenta and number of amniotic sacs, second trimester",210,
6375,O30893,"Other specified multiple gestation, unable to determine number of placenta and number of amniotic sacs, third trimester",210,
6376,O30899,"Other specified multiple gestation, unable to determine number of placenta and number of amniotic sacs, unspecified trimester",210,
6377,O3090,"Multiple gestation, unspecified, unspecified trimester",210,
6378,O3091,"Multiple gestation, unspecified, first trimester",210,
6379,O3092,"Multiple gestation, unspecified, second trimester",210,
6380,O3093,"Multiple gestation, unspecified, third trimester",210,
6381,O3100X0,"Papyraceous fetus, unspecified trimester, not applicable or unspecified",212,
6382,O3100X1,"Papyraceous fetus, unspecified trimester, fetus 1",210,212
6383,O3100X2,"Papyraceous fetus, unspecified trimester, fetus 2",210,212
6384,O3100X3,"Papyraceous fetus, unspecified trimester, fetus 3",210,212
6385,O3100X4,"Papyraceous fetus, unspecified trimester, fetus 4",210,212
6386,O3100X5,"Papyraceous fetus, unspecified trimester, fetus 5",210,212
6387,O3100X9,"Papyraceous fetus, unspecified trimester, other fetus",210,212
6388,O3101X0,"Papyraceous fetus, first trimester, not applicable or unspecified",212,
6389,O3101X1,"Papyraceous fetus, first trimester, fetus 1",210,212
6390,O3101X2,"Papyraceous fetus, first trimester, fetus 2",210,212
6391,O3101X3,"Papyraceous fetus, first trimester, fetus 3",210,212
6392,O3101X4,"Papyraceous fetus, first trimester, fetus 4",210,212
6393,O3101X5,"Papyraceous fetus, first trimester, fetus 5",210,212
6394,O3101X9,"Papyraceous fetus, first trimester, other fetus",210,212
6395,O3102X0,"Papyraceous fetus, second trimester, not applicable or unspecified",212,
6396,O3102X1,"Papyraceous fetus, second trimester, fetus 1",210,212
6397,O3102X2,"Papyraceous fetus, second trimester, fetus 2",210,212
6398,O3102X3,"Papyraceous fetus, second trimester, fetus 3",210,212
6399,O3102X4,"Papyraceous fetus, second trimester, fetus 4",210,212
6400,O3102X5,"Papyraceous fetus, second trimester, fetus 5",210,212
6401,O3102X9,"Papyraceous fetus, second trimester, other fetus",210,212
6402,O3103X0,"Papyraceous fetus, third trimester, not applicable or unspecified",212,
6403,O3103X1,"Papyraceous fetus, third trimester, fetus 1",210,212
6404,O3103X2,"Papyraceous fetus, third trimester, fetus 2",210,212
6405,O3103X3,"Papyraceous fetus, third trimester, fetus 3",210,212
6406,O3103X4,"Papyraceous fetus, third trimester, fetus 4",210,212
6407,O3103X5,"Papyraceous fetus, third trimester, fetus 5",210,212
6408,O3103X9,"Papyraceous fetus, third trimester, other fetus",210,212
6409,O3110X0,"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, not applicable or unspecified",210,
6410,O3110X1,"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, fetus 1",210,
6411,O3110X2,"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, fetus 2",210,
6412,O3110X3,"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, fetus 3",210,
6413,O3110X4,"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, fetus 4",210,
6414,O3110X5,"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, fetus 5",210,
6415,O3110X9,"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, other fetus",210,
6416,O3111X0,"Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, not applicable or unspecified",210,
6417,O3111X1,"Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, fetus 1",210,
6418,O3111X2,"Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, fetus 2",210,
6419,O3111X3,"Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, fetus 3",210,
6420,O3111X4,"Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, fetus 4",210,
6421,O3111X5,"Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, fetus 5",210,
6422,O3111X9,"Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, other fetus",210,
6423,O3112X0,"Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester, not applicable or unspecified",210,
6424,O3112X1,"Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester, fetus 1",210,
6425,O3112X2,"Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester, fetus 2",210,
6426,O3112X3,"Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester, fetus 3",210,
6427,O3112X4,"Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester, fetus 4",210,
6428,O3112X5,"Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester, fetus 5",210,
6429,O3112X9,"Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester, other fetus",210,
6430,O3113X0,"Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, not applicable or unspecified",210,
6431,O3113X1,"Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, fetus 1",210,
6432,O3113X2,"Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, fetus 2",210,
6433,O3113X3,"Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, fetus 3",210,
6434,O3113X4,"Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, fetus 4",210,
6435,O3113X5,"Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, fetus 5",210,
6436,O3113X9,"Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, other fetus",210,
6437,O3120X0,"Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester, not applicable or unspecified",210,
6438,O3120X1,"Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester, fetus 1",210,
6439,O3120X2,"Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester, fetus 2",210,
6440,O3120X3,"Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester, fetus 3",210,
6441,O3120X4,"Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester, fetus 4",210,
6442,O3120X5,"Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester, fetus 5",210,
6443,O3120X9,"Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester, other fetus",210,
6444,O3121X0,"Continuing pregnancy after intrauterine death of one fetus or more, first trimester, not applicable or unspecified",210,
6445,O3121X1,"Continuing pregnancy after intrauterine death of one fetus or more, first trimester, fetus 1",210,
6446,O3121X2,"Continuing pregnancy after intrauterine death of one fetus or more, first trimester, fetus 2",210,
6447,O3121X3,"Continuing pregnancy after intrauterine death of one fetus or more, first trimester, fetus 3",210,
6448,O3121X4,"Continuing pregnancy after intrauterine death of one fetus or more, first trimester, fetus 4",210,
6449,O3121X5,"Continuing pregnancy after intrauterine death of one fetus or more, first trimester, fetus 5",210,
6450,O3121X9,"Continuing pregnancy after intrauterine death of one fetus or more, first trimester, other fetus",210,
6451,O3122X0,"Continuing pregnancy after intrauterine death of one fetus or more, second trimester, not applicable or unspecified",210,
6452,O3122X1,"Continuing pregnancy after intrauterine death of one fetus or more, second trimester, fetus 1",210,
6453,O3122X2,"Continuing pregnancy after intrauterine death of one fetus or more, second trimester, fetus 2",210,
6454,O3122X3,"Continuing pregnancy after intrauterine death of one fetus or more, second trimester, fetus 3",210,
6455,O3122X4,"Continuing pregnancy after intrauterine death of one fetus or more, second trimester, fetus 4",210,
6456,O3122X5,"Continuing pregnancy after intrauterine death of one fetus or more, second trimester, fetus 5",210,
6457,O3122X9,"Continuing pregnancy after intrauterine death of one fetus or more, second trimester, other fetus",210,
6458,O3123X0,"Continuing pregnancy after intrauterine death of one fetus or more, third trimester, not applicable or unspecified",210,
6459,O3123X1,"Continuing pregnancy after intrauterine death of one fetus or more, third trimester, fetus 1",210,
6460,O3123X2,"Continuing pregnancy after intrauterine death of one fetus or more, third trimester, fetus 2",210,
6461,O3123X3,"Continuing pregnancy after intrauterine death of one fetus or more, third trimester, fetus 3",210,
6462,O3123X4,"Continuing pregnancy after intrauterine death of one fetus or more, third trimester, fetus 4",210,
6463,O3123X5,"Continuing pregnancy after intrauterine death of one fetus or more, third trimester, fetus 5",210,
6464,O3123X9,"Continuing pregnancy after intrauterine death of one fetus or more, third trimester, other fetus",210,
6465,O3130X0,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, not applicable or unspecified",210,
6466,O3130X1,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, fetus 1",210,
6467,O3130X2,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, fetus 2",210,
6468,O3130X3,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, fetus 3",210,
6469,O3130X4,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, fetus 4",210,
6470,O3130X5,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, fetus 5",210,
6471,O3130X9,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, other fetus",210,
6472,O3131X0,"Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, not applicable or unspecified",210,
6473,O3131X1,"Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, fetus 1",210,
6474,O3131X2,"Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, fetus 2",210,
6475,O3131X3,"Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, fetus 3",210,
6476,O3131X4,"Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, fetus 4",210,
6477,O3131X5,"Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, fetus 5",210,
6478,O3131X9,"Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, other fetus",210,
6479,O3132X0,"Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester, not applicable or unspecified",210,
6480,O3132X1,"Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester, fetus 1",210,
6481,O3132X2,"Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester, fetus 2",210,
6482,O3132X3,"Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester, fetus 3",210,
6483,O3132X4,"Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester, fetus 4",210,
6484,O3132X5,"Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester, fetus 5",210,
6485,O3132X9,"Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester, other fetus",210,
6486,O3133X0,"Continuing pregnancy after elective fetal reduction of one fetus or more, third trimester, not applicable or unspecified",210,
6487,O3133X1,"Continuing pregnancy after elective fetal reduction of one fetus or more, third trimester, fetus 1",210,
6488,O3133X2,"Continuing pregnancy after elective fetal reduction of one fetus or more, third trimester, fetus 2",210,
6489,O3133X3,"Continuing pregnancy after elective fetal reduction of one fetus or more, third trimester, fetus 3",210,
6490,O3133X4,"Continuing pregnancy after elective fetal reduction of one fetus or more, third trimester, fetus 4",210,
6491,O3133X5,"Continuing pregnancy after elective fetal reduction of one fetus or more, third trimester, fetus 5",210,
6492,O3133X9,"Continuing pregnancy after elective fetal reduction of one fetus or more, third trimester, other fetus",210,
6493,O318X10,"Other complications specific to multiple gestation, first trimester, not applicable or unspecified",210,
6494,O318X11,"Other complications specific to multiple gestation, first trimester, fetus 1",210,
6495,O318X12,"Other complications specific to multiple gestation, first trimester, fetus 2",210,
6496,O318X13,"Other complications specific to multiple gestation, first trimester, fetus 3",210,
6497,O318X14,"Other complications specific to multiple gestation, first trimester, fetus 4",210,
6498,O318X15,"Other complications specific to multiple gestation, first trimester, fetus 5",210,
6499,O318X19,"Other complications specific to multiple gestation, first trimester, other fetus",210,
6500,O318X20,"Other complications specific to multiple gestation, second trimester, not applicable or unspecified",210,
6501,O318X21,"Other complications specific to multiple gestation, second trimester, fetus 1",210,
6502,O318X22,"Other complications specific to multiple gestation, second trimester, fetus 2",210,
6503,O318X23,"Other complications specific to multiple gestation, second trimester, fetus 3",210,
6504,O318X24,"Other complications specific to multiple gestation, second trimester, fetus 4",210,
6505,O318X25,"Other complications specific to multiple gestation, second trimester, fetus 5",210,
6506,O318X29,"Other complications specific to multiple gestation, second trimester, other fetus",210,
6507,O318X30,"Other complications specific to multiple gestation, third trimester, not applicable or unspecified",210,
6508,O318X31,"Other complications specific to multiple gestation, third trimester, fetus 1",210,
6509,O318X32,"Other complications specific to multiple gestation, third trimester, fetus 2",210,
6510,O318X33,"Other complications specific to multiple gestation, third trimester, fetus 3",210,
6511,O318X34,"Other complications specific to multiple gestation, third trimester, fetus 4",210,
6512,O318X35,"Other complications specific to multiple gestation, third trimester, fetus 5",210,
6513,O318X39,"Other complications specific to multiple gestation, third trimester, other fetus",210,
6514,O318X90,"Other complications specific to multiple gestation, unspecified trimester, not applicable or unspecified",210,
6515,O318X91,"Other complications specific to multiple gestation, unspecified trimester, fetus 1",210,
6516,O318X92,"Other complications specific to multiple gestation, unspecified trimester, fetus 2",210,
6517,O318X93,"Other complications specific to multiple gestation, unspecified trimester, fetus 3",210,
6518,O318X94,"Other complications specific to multiple gestation, unspecified trimester, fetus 4",210,
6519,O318X95,"Other complications specific to multiple gestation, unspecified trimester, fetus 5",210,
6520,O318X99,"Other complications specific to multiple gestation, unspecified trimester, other fetus",210,
6521,O320XX0,"Maternal care for unstable lie, not applicable or unspecified",211,
6522,O320XX1,"Maternal care for unstable lie, fetus 1",210,211
6523,O320XX2,"Maternal care for unstable lie, fetus 2",210,211
6524,O320XX3,"Maternal care for unstable lie, fetus 3",210,211
6525,O320XX4,"Maternal care for unstable lie, fetus 4",210,211
6526,O320XX5,"Maternal care for unstable lie, fetus 5",210,211
6527,O320XX9,"Maternal care for unstable lie, other fetus",210,211
6528,O321XX0,"Maternal care for breech presentation, not applicable or unspecified",211,
6529,O321XX1,"Maternal care for breech presentation, fetus 1",210,211
6530,O321XX2,"Maternal care for breech presentation, fetus 2",210,211
6531,O321XX3,"Maternal care for breech presentation, fetus 3",210,211
6532,O321XX4,"Maternal care for breech presentation, fetus 4",210,211
6533,O321XX5,"Maternal care for breech presentation, fetus 5",210,211
6534,O321XX9,"Maternal care for breech presentation, other fetus",210,211
6535,O322XX0,"Maternal care for transverse and oblique lie, not applicable or unspecified",211,
